orpha_code;orpha_concept_id;snomed_code;snomed_concept_id;snomed_domain_id;snomed_domain_concept_id;orpha_valid_start_date;orpha_valid_end_date;mapping_valid_start_date;mapping_valid_end_date
85279;0;719161008;36714073;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85280;0;719138006;36714053;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85282;0;722037004;36716144;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85283;0;719012009;36713965;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85284;0;717945001;36713570;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85285;0;719010001;36713963;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85286;0;718900002;36713896;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85287;0;718908009;36713902;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85288;0;718910006;36713904;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85290;0;719009006;36717686;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85292;0;719818007;36714535;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85293;0;719811001;36714529;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85294;0;717223008;37397174;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85297;0;719817002;36714534;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85317;0;719156006;36714068;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85319;0;719155005;36714067;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85320;0;719825000;36714541;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85321;0;721087008;36715416;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85322;0;719011002;36713964;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85323;0;718897009;36717679;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85324;0;718905007;36713900;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85325;0;718909001;36713903;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85326;0;718911005;36713905;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85327;0;719826004;36714542;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85329;0;719157002;36714069;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85332;0;719808002;36714526;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85334;0;718849008;36717676;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85335;0;718848000;36713856;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85336;0;718847005;36713855;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85338;0;718845002;36713853;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85408;0;410797009;4132810;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85410;0;410798004;4132811;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85414;0;201796004;4116447;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85435;0;410796000;4132809;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85436;0;239802003;4079733;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85438;0;410801005;4253902;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85442;0;721072003;36715404;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85443;0;23132008;4047607;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85445;0;274945004;4166276;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85446;0;32599008;4137616;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85447;0;42295001;4173311;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85448;0;783160006;37204494;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85450;0;66451004;4280219;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85451;0;715655000;37396000;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85453;0;717224002;37399028;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
85458;0;724357007;37119072;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86309;0;725079003;37110736;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86788;0;718882006;36713881;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86797;0;725148000;37117240;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86812;0;720523006;36715055;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86813;0;724384008;37117187;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86814;0;717225001;37397175;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86815;0;715656004;37396001;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86816;0;718721006;36713768;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86817;0;766982000;35624317;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86818;0;720982007;36715351;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86819;0;715963002;37396229;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86820;0;715657008;37396002;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86821;0;718719001;36713766;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86822;0;718720007;36713767;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86829;0;188734009;4097581;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86830;0;780817000;36683246;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86834;0;445227008;40482847;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86836;0;415285009;4187356;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86839;0;398623004;136949;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86841;0;277597005;136950;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86843;0;109991003;4003184;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86845;0;445448008;40483761;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86846;0;721306009;36717461;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86849;0;307592006;4144191;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86850;0;94719007;140967;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86851;0;278453007;4081867;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86852;0;277619001;4173974;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86854;0;763666008;35622279;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86855;0;415112005;4216139;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86861;0;829971006;3661411;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86864;0;68979007;4288751;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86867;0;726721002;37118088;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86869;0;239940004;4344254;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86870;0;445105005;40482072;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86871;0;277567002;4079683;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86872;0;277545003;4173955;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86873;0;721310007;36717161;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86875;0;110007008;4003188;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86879;0;414166008;4212994;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86880;0;277654008;4082627;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86882;0;445406001;40483374;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86884;0;404133000;4301666;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86886;0;413537009;4184976;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86893;0;118605002;4038839;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86896;0;109988003;4002494;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86897;0;724649000;37110403;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86900;0;715664005;37396006;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86902;0;724650000;37110404;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86903;0;1156495004;607994;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86904;0;771073006;36674970;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86906;0;766932005;35624272;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86908;0;230407006;4044222;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86909;0;192990004;4101742;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86911;0;230422001;4044225;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86913;0;778047006;36680599;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86914;0;721979005;36716114;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86915;0;721978002;36716113;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86918;0;721096008;36715422;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86919;0;724224007;37110131;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86920;0;239088003;4082499;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
86923;0;717228004;37397176;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
87503;0;239069005;4034570;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
87876;0;52186006;4181428;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
88618;0;724039002;37110022;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
88619;0;723359002;37109611;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
88620;0;230502003;4043565;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
88621;0;763401009;35622084;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
88628;0;724065003;37110039;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
88629;0;85049009;4226053;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
88630;0;723578001;37109742;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
88633;0;231903005;4338874;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
88635;0;724095006;37110063;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
88637;0;721846006;36717190;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
88639;0;124427009;4050923;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
88643;0;722051004;36717199;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
88644;0;725433003;37110898;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
88659;0;703310005;45766198;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
88660;0;766937004;35624277;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
88661;0;78494001;4301770;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
88673;0;109841003;4001171;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
88917;0;717768004;36713442;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
88918;0;717766000;36713440;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
88919;0;717767009;36713441;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
88924;0;765331004;35623052;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
88949;0;726017001;37117943;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
88950;0;723373006;37109623;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
89838;0;724206005;37110118;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
89842;0;725407006;37110883;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
89843;0;403810008;4301402;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
89844;0;717977003;37397361;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
89936;0;82236004;4305482;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
89937;0;237889002;4030363;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90000;0;58872001;4242593;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90001;0;718718009;36713765;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90002;0;239918008;4344165;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90003;0;717329009;37399368;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90020;0;838276009;3654598;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90021;0;763869003;35622395;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90023;0;718717004;36713764;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90024;0;702360007;45765425;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90026;0;403390002;4301022;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90030;0;52212006;4178731;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90031;0;191177007;4098013;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90033;0;3978000;4219853;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90035;0;127057004;4131917;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90036;0;718716008;36713763;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90037;0;309742004;4146936;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90038;0;373421000;4190190;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90039;0;66729008;4280961;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90041;0;48250002;4167506;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90042;0;17342003;433741;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90044;0;717254007;37397197;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90045;0;62578003;4267433;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90050;0;415297005;373766;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90056;0;127295002;4132546;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90058;0;90584004;4235863;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90060;0;829972004;3663193;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90062;0;197270009;4026032;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90065;0;230719004;4046365;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90068;0;9982009;4322698;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90069;0;765090007;35622870;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90076;0;1156468009;607984;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90078;0;406575008;4228938;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90103;0;763136000;35621875;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90117;0;715665006;37396007;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90118;0;766977007;35624312;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90119;0;771144005;36674991;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90120;0;128203003;4027533;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90156;0;238899009;4081240;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90157;0;403661001;4295461;Observation;27;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90158;0;238897006;4033486;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90159;0;783014007;37204373;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90160;0;238898001;4033031;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90186;0;400040008;4290851;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90280;0;238928005;4081249;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90281;0;200938002;4066824;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90282;0;403492006;4295181;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90283;0;200941006;4066481;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90285;0;239888002;4344399;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90289;0;201048007;441928;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90290;0;31848007;4135937;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90291;0;89155008;134442;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90301;0;718715007;36717057;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90340;0;818950005;37311774;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90342;0;88877002;4230648;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90348;0;111388003;4009171;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90349;0;254222002;4110115;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90350;0;254223007;4110116;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90354;0;719096006;36714021;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90362;0;6124009;4266217;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90363;0;717255008;37397198;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90368;0;717256009;37397199;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90389;0;8214000;4219464;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90393;0;717257000;37397200;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90394;0;717258005;37399362;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90395;0;717259002;37397201;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90396;0;238949006;4033042;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90397;0;238947008;4033932;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90635;0;232328005;4048165;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90636;0;232330007;4051471;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90642;0;232333009;4049221;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90646;0;718714006;36713762;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90647;0;373905003;4161597;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90650;0;54036001;4207361;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90652;0;42432003;4172984;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90658;0;715666007;37396008;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90674;0;89261000;4230503;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90695;0;32390006;30365;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90790;0;717260007;37397202;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90791;0;54470008;4182535;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90793;0;124220008;4050764;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90794;0;717261006;37397203;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90795;0;124214007;4051374;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
90797;0;122811000119101;45757367;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91130;0;718713000;36713761;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91131;0;718712005;36717663;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91132;0;724277002;37110166;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91133;0;722111004;36716192;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91135;0;717941005;36713566;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91136;0;724099000;37110066;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91138;0;190815001;4096220;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91139;0;723674005;37109813;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91347;0;254959007;4110886;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91348;0;254960002;4110887;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91349;0;254962005;4112967;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91350;0;783009008;37204368;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91351;0;783008000;37204367;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91354;0;715668008;37396010;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91355;0;237684005;4129531;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91357;0;66865009;4281682;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91358;0;204667006;4005764;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91359;0;708026002;45769386;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91364;0;129452008;4044215;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91378;0;82966003;4307793;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91387;0;764965000;35622782;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91396;0;718691008;36713743;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91397;0;400952003;4268277;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91411;0;268163008;437093;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91412;0;5127009;4197114;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91413;0;770626007;36674788;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91414;0;274901004;4166153;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91416;0;717262004;37397204;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91481;0;723499000;37109695;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91483;0;47507006;4171022;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91489;0;734026006;37116963;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91490;0;95479005;4317295;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91491;0;400965007;4294867;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91492;0;79410001;380513;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91494;0;722463001;36716452;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91495;0;314270008;4200132;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91496;0;232002000;4335995;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91498;0;782679002;37204178;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91500;0;418839003;4303512;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91546;0;23502006;440638;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
91547;0;420079008;440637;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
92050;0;715669000;37396011;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93101;0;32659003;4139587;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93108;0;717742006;36713423;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93109;0;85901000;4312212;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93110;0;253900005;4113455;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93114;0;722294004;36717210;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93126;0;239932005;4343933;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93160;0;72831007;4248149;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93164;0;717263009;37397205;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93173;0;204950001;4003489;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93256;0;448045004;40487948;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93262;0;702361006;45765426;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93267;0;717771007;36717634;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93268;0;254052001;4113602;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93269;0;72922008;4249461;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93270;0;726032008;37111329;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93271;0;254051008;4111310;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93274;0;389158007;4305413;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93276;0;36517007;76801;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93277;0;89859004;4233830;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93279;0;715670004;37399463;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93282;0;719172003;36717699;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93283;0;719203001;36714104;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93284;0;51952004;4202213;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93292;0;208061000119101;37016243;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93293;0;699867001;44783874;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93296;0;254061001;4111313;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93297;0;205483007;4003971;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93298;0;14870002;4033691;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93299;0;42725006;4176152;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93302;0;389165004;4305417;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93304;0;717264003;37397206;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93307;0;715672007;37396013;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93308;0;715673002;37396014;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
93311;0;715674008;37396015;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
